3,0.0,5.0
4,0.0,5.0
5,0.0,5.0
6,1.0,5.0
19,0.0,1.0
2,31.0,3885.0
13,1.0,5.0
14,0.0,5.0
15,0.0,5.0
16,0.0,5.0
17,0.0,182.0
18,0.0,183.48999999999796
9,0.0,5.0
7,0.0,5.0
8,0.0,5.0
24,0.0,1.0
25,0.0,1.0
11,0.0,5.0
12,0.0,5.0
20,0.0,1.0
21,0.0,1.0
22,0.0,1.0
23,0.0,1.0
1,7.0,70.0
10,0.0,5.0
26,0.0,1.0
27,0.0,1.0
